Item_Fat_Content,Item_Identifier,Item_Type,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Visibility,Item_Weight,Total_Sales,Rating
Regular,FDI02,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.115213118493557,15.6999998092651,112.020202636719,4.19999980926514
Regular,FDV01,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0,19.2000007629395,153.331405639648,4.19999980926514
Regular,FDQ26,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.0682563185691833,13.5,60.9561996459961,4.19999980926514
Regular,FDU26,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.0428600274026394,16.7000007629395,120.378196716309,4.19999980926514
Regular,FDC29,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0243425779044628,8.39000034332275,113.617599487305,4.19999980926514
Regular,FDN04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0141667388379574,11.8000001907349,178.234405517578,4.19999980926514
Regular,FDR52,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0764747262001038,12.6499996185303,191.88459777832,4.19999980926514
Regular,FDP28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0810966119170189,13.6499996185303,261.293609619141,4.19999980926514
Regular,FDA40,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0998327285051346,16,87.4856033325195,4.19999980926514
Regular,FDD21,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,10.3000001907349,115.717597961426,4.19999980926514
Regular,FDA08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0503684543073177,11.8500003814697,163.852600097656,4.19999980926514
Regular,FDS44,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.156926602125168,12.6499996185303,238.353805541992,4.19999980926514
Regular,FDG08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,13.1499996185303,171.97639465332,4.19999980926514
Regular,FDT55,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0439020879566669,13.6000003814697,157.094604492188,4.19999980926514
Regular,FDC21,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0432018116116524,14.6000003814697,110.125396728516,4.19999980926514
Regular,FDV19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0354564636945724,14.8500003814697,162.257797241211,4.19999980926514
Regular,FDO19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,17.7000007629395,46.8033981323242,4.19999980926514
Regular,FDT32,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0660051852464676,19,188.421401977539,4.19999980926514
Regular,FDJ57,Seafood,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0216956734657288,7.42000007629395,185.358200073242,4.19999980926514
Regular,FDF34,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0140986926853657,9.30000019073486,197.708404541016,4.19999980926514
Regular,FDO21,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0098182437941432,11.6000003814697,223.140396118164,4.19999980926514
Regular,FDA09,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.150211274623871,13.3500003814697,179.065994262695,4.19999980926514
Regular,FDN34,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.046023104339838,15.6000003814697,169.213195800781,4.19999980926514
Regular,FDR34,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.016055615618825,17,228.435195922852,4.19999980926514
Regular,DRM49,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.152813524007797,6.1100001335144,45.6086006164551,4.19999980926514
Low Fat,DRG36,Soft Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0955716520547867,14.1499996185303,171.010604858398,4.19999980926514
Low Fat,DRF27,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0285780113190413,8.93000030517578,152.233993530273,4.19999980926514
Regular,FDI07,Meat,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0338293313980103,12.3500003814697,196.942596435547,4.19999980926514
Regular,FDD47,Starchy Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.142699584364891,7.59999990463257,171.74479675293,4.19999980926514
Regular,FDN51,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0210653115063906,17.8500003814697,261.593597412109,4.19999980926514
Regular,FDT10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.062395453453064,16.7000007629395,57.6562004089355,4.19999980926514
Low Fat,FDT20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0413876175880432,10.5,40.1164016723633,4.19999980926514
Low Fat,NCF30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.126220181584358,17,126.736198425293,4.19999980926514
Low Fat,NCO06,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.10801000893116,19.25,33.3558006286621,4.19999980926514
Low Fat,NCO42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0246509313583374,21.25,146.010192871094,4.19999980926514
Low Fat,FDF33,Seafood,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0215314161032438,7.96999979019165,108.459602355957,4.19999980926514
Low Fat,FDW23,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0819967836141586,5.7649998664856,40.1164016723633,4.19999980926514
Low Fat,FDP23,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0355801284313202,6.71000003814697,217.5166015625,4.19999980926514
Low Fat,FDP25,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0212035086005926,15.1999998092651,216.382400512695,4.19999980926514
Low Fat,FDD50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.141615435481071,18.8500003814697,169.013198852539,4.19999980926514
Low Fat,FDZ15,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0,13.1000003814697,117.878196716309,4.19999980926514
Low Fat,FDC53,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00883402302861214,8.68000030517578,100.038398742676,4.19999980926514
Low Fat,FDD29,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0184070337563753,12.1499996185303,254.769805908203,4.19999980926514
Low Fat,FDI52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.104658342897892,18.7000007629395,121.20719909668,4.19999980926514
Low Fat,FDA31,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.109990887343884,7.09999990463257,172.908004760742,4.19999980926514
Low Fat,FDH08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0174257848411798,7.51000022888184,227.901000976563,4.19999980926514
Low Fat,FDI45,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0375741384923458,13.1000003814697,174.20539855957,4.19999980926514
Low Fat,FDL56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.125756829977036,14.1000003814697,87.1197967529297,4.19999980926514
Low Fat,FDD57,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0223953574895859,18.1000003814697,96.5093994140625,4.19999980926514
Low Fat,FDC32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0990902632474899,18.3500003814697,94.0462036132813,4.19999980926514
Low Fat,FDW20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0241448618471622,20.75,123.373001098633,4.19999980926514
Low Fat,DRI11,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0343977808952332,8.26000022888184,115.783401489258,4.19999980926514
Low Fat,DRG23,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0867647975683212,8.88000011444092,153.868194580078,4.19999980926514
Low Fat,NCL29,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.113917887210846,9.69499969482422,158.260406494141,4.19999980926514
Low Fat,NCQ41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0194767080247402,14.8000001907349,193.079406738281,4.19999980926514
Low Fat,NCF43,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0519360862672329,8.51000022888184,142.947006225586,4.19999980926514
Low Fat,NCC55,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0637510791420937,10.6949996948242,36.7848014831543,4.19999980926514
Low Fat,NCG07,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0524921230971813,12.3000001907349,191.052993774414,4.19999980926514
Low Fat,NCK30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0609670393168926,14.8500003814697,254.36979675293,4.19999980926514
Low Fat,NCC07,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0239466205239296,19.6000003814697,106.996398925781,4.19999980926514
Low Fat,NCJ06,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0346460677683353,20.1000003814697,120.678199768066,4.19999980926514
Low Fat,FDG31,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0378892235457897,12.1499996185303,64.782600402832,4.19999980926514
Low Fat,FDY51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0811194851994514,12.5,220.079803466797,4.19999980926514
Low Fat,NCN19,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0120972599834204,13.1000003814697,188.852996826172,4.19999980926514
Low Fat,NCN07,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0339382775127888,18.5,132.528396606445,4.19999980926514
Low Fat,FDK45,Seafood,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0338517837226391,11.6499996185303,112.185997009277,4.19999980926514
Low Fat,FDQ46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.103793397545815,7.51000022888184,110.154403686523,4.19999980926514
Low Fat,FDB22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.111419588327408,8.02000045776367,154.399795532227,4.19999980926514
Low Fat,FDW34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,9.60000038146973,244.817001342773,4.19999980926514
Low Fat,FDK34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0385193973779678,13.3500003814697,236.856399536133,4.19999980926514
Low Fat,FDM10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0759572312235832,18.25,214.121795654297,4.19999980926514
Low Fat,FDU34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07518070936203,18.25,126.204597473145,4.19999980926514
Low Fat,FDN21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0768410935997963,18.6000003814697,162.223602294922,4.19999980926514
Low Fat,FDJ22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0528002567589283,18.75,193.250396728516,4.19999980926514
Low Fat,FDA10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.141789197921753,20.3500003814697,121.907203674316,4.19999980926514
Low Fat,DRG25,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.019046088680625,10.5,188.42399597168,4.19999980926514
Low Fat,FDF35,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.153960213065147,15,105.993797302246,4.19999980926514
Regular,FDP12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0452582463622093,9.80000019073486,35.9874000549316,4.19999980926514
Regular,FDF24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0253656692802906,15.5,82.7934036254883,4.19999980926514
Regular,FDB37,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.022936487570405,20.25,240.853805541992,4.19999980926514
Regular,FDQ59,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0563758797943592,9.80000019073486,84.690803527832,4.19999980926514
Regular,FDS59,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0438851453363895,14.8000001907349,108.75700378418,4.19999980926514
Regular,FDT50,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.108218520879745,6.75,96.3751983642578,4.19999980926514
Regular,FDT14,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.127702951431274,10.6949996948242,120.444000244141,4.19999980926514
Regular,FDY15,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.170795738697052,18.25,154.462997436523,4.19999980926514
Regular,FDE41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0640020668506622,9.19499969482422,85.5566024780273,4.19999980926514
Regular,FDE28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.13252192735672,9.5,228.666793823242,4.19999980926514
Regular,FDR52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0760302096605301,12.6499996185303,189.084594726563,4.19999980926514
Regular,FDX04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0415636971592903,19.6000003814697,47.6375999450684,4.19999980926514
Regular,FDF44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0597167275846004,7.17000007629395,130.996795654297,4.19999980926514
Regular,FDF21,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0,10.3000001907349,191.15299987793,4.19999980926514
Regular,FDJ44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.106307148933411,12.3000001907349,174.939605712891,4.19999980926514
Regular,FDW55,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0,12.6000003814697,248.809204101563,4.19999980926514
Regular,FDG56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0714390501379967,13.3000001907349,61.0536003112793,4.19999980926514
Regular,FDF08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.065195232629776,14.3000001907349,88.9856033325195,4.19999980926514
Regular,FDI08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0662845224142075,18.2000007629395,247.209197998047,4.19999980926514
Regular,FDS45,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029490377753973,5.17500019073486,107.662200927734,4.19999980926514
Regular,FDL58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0741350501775742,5.78000020980835,264.056793212891,4.19999980926514
Regular,FDK10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0403512306511402,5.78499984741211,181.365997314453,4.19999980926514
Regular,FDK58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,11.3500003814697,103.001602172852,4.19999980926514
Regular,FDA09,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.149338155984879,13.3500003814697,178.666000366211,4.19999980926514
Regular,FDN34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0457555912435055,15.6000003814697,167.113204956055,4.19999980926514
Regular,FDL21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00714506302028894,15.8500003814697,41.0480003356934,4.19999980926514
Low Fat,NCU53,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0427437275648117,5.4850001335144,166.284194946289,4.19999980926514
Regular,FDU19,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0467626340687275,8.77000045776367,170.842193603516,4.19999980926514
Regular,FDM08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0535740740597248,10.1000003814697,223.708801269531,4.19999980926514
Regular,FDS34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0767445638775826,19.3500003814697,113.451797485352,4.19999980926514
Low Fat,FDP24,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.138931810855865,20.6000003814697,119.57559967041,4.19999980926514
Low Fat,FDV59,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,0.0803874209523201,13.3500003814697,219.216598510742,4.19999980926514
Low Fat,FDT13,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0,14.8500003814697,187.721405029297,4.19999980926514
Low Fat,FDX37,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.105498194694519,16.2000007629395,101.470001220703,4.19999980926514
Low Fat,FDR26,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.0716999843716621,20.7000007629395,177.602798461914,4.19999980926514
Low Fat,FDF16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.144167929887772,7.30000019073486,146.307601928711,4.19999980926514
Low Fat,FDC53,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.0147891398519278,8.68000030517578,97.7384033203125,4.19999980926514
Low Fat,FDF52,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.111781537532806,9.30000019073486,182.329193115234,4.19999980926514
Low Fat,FDP16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.0657715275883675,18.6000003814697,245.780197143555,4.19999980926514
Low Fat,FDM32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0,20.5,90.8830032348633,4.19999980926514
Low Fat,DRI47,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.0350160896778107,14.6999998092651,144.312805175781,4.19999980926514
Low Fat,DRM23,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.227189585566521,16.6000003814697,173.942199707031,4.19999980926514
Low Fat,NCV29,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.0382353365421295,11.8000001907349,177.568603515625,4.19999980926514
Low Fat,NCB06,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.137807011604309,17.6000003814697,161.792007446289,4.19999980926514
Low Fat,NCK05,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0,20.1000003814697,61.3535995483398,4.19999980926514
Low Fat,NCM06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.126752972602844,7.47499990463257,154.265594482422,4.19999980926514
Low Fat,NCE07,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.0219769794493914,8.18000030517578,140.61540222168,4.19999980926514
Low Fat,NCB30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.0430215410888195,14.6000003814697,196.908401489258,4.19999980926514
Low Fat,NCK30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.102065622806549,14.8500003814697,254.269805908203,4.19999980926514
Low Fat,NCG18,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.0384602956473827,15.3000001907349,104.033203125,4.19999980926514
Low Fat,NCC18,Household,2011,OUT010,Tier 3,High,Grocery Store,0.296713650226593,19.1000003814697,171.842193603516,4.19999980926514
Low Fat,NCO55,Others,2011,OUT010,Tier 3,High,Grocery Store,0.152377665042877,12.8000001907349,108.193801879883,4.19999980926514
Low Fat,FDD46,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.23643359541893,6.03499984741211,155.599792480469,4.19999980926514
Low Fat,FDV21,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.286357790231705,11.5,123.970397949219,4.19999980926514
Low Fat,FDC47,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.198998555541039,15,226.569396972656,4.19999980926514
Low Fat,FDK09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.153592959046364,15.1999998092651,228.035202026367,4.19999980926514
Low Fat,FDY09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.0421798825263977,15.6000003814697,174.70539855957,4.19999980926514
Low Fat,DRN37,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.161182105541229,9.60000038146973,165.315795898438,4.19999980926514
Regular,FDI60,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.0641418695449829,7.21999979019165,61.2509994506836,4.19999980926514
Regular,FDX48,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.063416562974453,17.75,154.665603637695,4.19999980926514
Regular,FDY35,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.0268270522356033,17.6000003814697,47.8401985168457,4.19999980926514
Regular,FDQ25,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.0473293848335743,8.63000011444092,174.142196655273,4.19999980926514
Regular,FDL38,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.0246602017432451,13.8000001907349,87.4171981811523,4.19999980926514
Regular,FDZ02,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.0638509690761566,6.90500020980835,97.2725982666016,4.19999980926514
Regular,FDZ28,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.0861878842115402,20,125.467796325684,4.19999980926514
Regular,FDY08,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.286344856023788,9.39500045776367,139.183807373047,4.19999980926514
Regular,FDH56,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.106816917657852,9.80000019073486,114.249198913574,4.19999980926514
